metric,score,lang,partition,task
f1,0.7758816837020145,yo,raw_wiki,masakhanews
precision,0.8340383029885804,am,raw_wiki,AfriSenti-Twitter
recall,0.1345672836418209,am,raw_wiki,AfriSenti-Twitter
f1,0.23174400485722865,am,raw_wiki,AfriSenti-Twitter
precision,0.5628930817610063,am,raw_wiki,masakhaner
recall,0.6415770609318996,am,raw_wiki,masakhaner
f1,0.5996649916247906,am,raw_wiki,masakhaner
precision,0.7835523011092325,am,raw_wiki,masakhanews
recall,0.7632978723404256,am,raw_wiki,masakhanews
f1,0.7732924811590824,am,raw_wiki,masakhanews
precision,0.3691147801387337,zu,raw_wiki,sib200
recall,0.37745098039215685,zu,raw_wiki,sib200
f1,0.37323633899718794,zu,raw_wiki,sib200
precision,0.7706711948840996,zu,raw_wiki,masakhapos
recall,0.7814871016691958,zu,raw_wiki,masakhapos
f1,0.7760414640276108,zu,raw_wiki,masakhapos
precision,0.6780487804878049,zu,raw_wiki,masakhaner2
recall,0.7243355914538823,zu,raw_wiki,masakhaner2
f1,0.7004283194759385,zu,raw_wiki,masakhaner2
precision,0.3508579592308245,ary,raw_wiki,sib200
recall,0.35294117647058826,ary,raw_wiki,sib200
f1,0.35189648473092977,ary,raw_wiki,sib200
precision,0.4209581096364963,ary,raw_wiki,AfriSenti-Twitter
recall,0.42451874366767983,ary,raw_wiki,AfriSenti-Twitter
f1,0.4227309290401461,ary,raw_wiki,AfriSenti-Twitter
precision,0.42245201702752966,rw,raw_wiki,sib200
recall,0.4068627450980392,rw,raw_wiki,sib200
f1,0.41451085925321923,rw,raw_wiki,sib200
precision,0.8748231462619975,rw,raw_wiki,masakhapos
recall,0.8782685512367491,rw,raw_wiki,masakhapos
f1,0.8765424630692468,rw,raw_wiki,masakhapos
precision,0.5403317054929211,rw,raw_wiki,AfriSenti-Twitter
recall,0.5409356725146199,rw,raw_wiki,AfriSenti-Twitter
f1,0.5406335203238627,rw,raw_wiki,AfriSenti-Twitter
precision,0.654144753318307,rw,raw_wiki,masakhaner2
recall,0.6908225337212378,rw,raw_wiki,masakhaner2
f1,0.671983534859789,rw,raw_wiki,masakhaner2
precision,0.5969750889679716,rw,raw_wiki,masakhaner
recall,0.6931818181818182,rw,raw_wiki,masakhaner
f1,0.6414913957934991,rw,raw_wiki,masakhaner
precision,0.4667187102053555,tw,raw_wiki,sib200
recall,0.47549019607843135,tw,raw_wiki,sib200
f1,0.4710636241049843,tw,raw_wiki,sib200
precision,0.7488225863818961,tw,raw_wiki,masakhapos
recall,0.7540387439681097,tw,raw_wiki,masakhapos
f1,0.7514216130091728,tw,raw_wiki,masakhapos
precision,0.6075505928960903,tw,raw_wiki,AfriSenti-Twitter
recall,0.6059009483667018,tw,raw_wiki,AfriSenti-Twitter
f1,0.6067246493146476,tw,raw_wiki,AfriSenti-Twitter
precision,0.5608272506082725,tw,raw_wiki,masakhaner2
recall,0.6272108843537415,tw,raw_wiki,masakhaner2
f1,0.5921644187540142,tw,raw_wiki,masakhaner2
precision,0.09467455621301775,om,raw_wiki,masakhanews
recall,0.3076923076923077,om,raw_wiki,masakhanews
f1,0.14479638009049775,om,raw_wiki,masakhanews
precision,0.4456390275545955,ts,raw_wiki,sib200
recall,0.4852941176470588,ts,raw_wiki,sib200
f1,0.4646219758763756,ts,raw_wiki,sib200
precision,0.49501711651177444,ts,raw_wiki,AfriSenti-Twitter
recall,0.5039370078740157,ts,raw_wiki,AfriSenti-Twitter
f1,0.49943723831111114,ts,raw_wiki,AfriSenti-Twitter
precision,0.29957835201728195,ti,raw_wiki,sib200
recall,0.28921568627450983,ti,raw_wiki,sib200
f1,0.2943058286494636,ti,raw_wiki,sib200
precision,0.5064482497385624,ti,raw_wiki,masakhanews
recall,0.5625,ti,raw_wiki,masakhanews
f1,0.5330045501222628,ti,raw_wiki,masakhanews
precision,0.5659519175086872,pcm,absolute_hi,AfriSenti-Twitter
recall,0.6304766490129995,pcm,absolute_hi,AfriSenti-Twitter
f1,0.5964743377713237,pcm,absolute_hi,AfriSenti-Twitter
precision,0.7448846321288637,pcm,absolute_hi,masakhaner2
recall,0.7311965811965812,pcm,absolute_hi,masakhaner2
f1,0.7379771403924951,pcm,absolute_hi,masakhaner2
precision,0.9113427408768372,pcm,absolute_hi,masakhanews
recall,0.898360655737705,pcm,absolute_hi,masakhanews
f1,0.9048051341755811,pcm,absolute_hi,masakhanews
precision,0.8582737443798405,pcm,absolute_hi,masakhapos
recall,0.8580140527641522,pcm,absolute_hi,masakhapos
f1,0.858143878925019,pcm,absolute_hi,masakhapos
precision,0.7300744391903992,ha,absolute_hi,AfriSenti-Twitter
recall,0.7229869884970771,ha,absolute_hi,AfriSenti-Twitter
f1,0.7265134289731976,ha,absolute_hi,AfriSenti-Twitter
precision,0.7680722891566265,ha,absolute_hi,masakhaner2
recall,0.8067656364078851,ha,absolute_hi,masakhaner2
f1,0.7869436201780415,ha,absolute_hi,masakhaner2
precision,0.8762141779930922,ha,absolute_hi,masakhanews
recall,0.8759811616954474,ha,absolute_hi,masakhanews
f1,0.8760976543503938,ha,absolute_hi,masakhanews
precision,0.9171384275715071,ha,absolute_hi,masakhapos
recall,0.9178490443796566,ha,absolute_hi,masakhapos
f1,0.9174935983789345,ha,absolute_hi,masakhapos
precision,0.8379254457050244,ha,absolute_hi,masakhaner
recall,0.9006968641114983,ha,absolute_hi,masakhaner
f1,0.8681780016792613,ha,absolute_hi,masakhaner
precision,0.7673489908784026,ha,absolute_hi,sib200
recall,0.7647058823529411,ha,absolute_hi,sib200
f1,0.7660251566638243,ha,absolute_hi,sib200
precision,0.7593213273162884,ig,absolute_hi,AfriSenti-Twitter
recall,0.7430744160782183,ig,absolute_hi,AfriSenti-Twitter
f1,0.7511100246283507,ig,absolute_hi,AfriSenti-Twitter
precision,0.829940119760479,ig,absolute_hi,masakhaner2
recall,0.8552915766738661,ig,absolute_hi,masakhaner2
f1,0.8424251633490349,ig,absolute_hi,masakhaner2
precision,0.844899033630742,ig,absolute_hi,masakhanews
recall,0.8435897435897436,ig,absolute_hi,masakhanews
f1,0.8442438809845971,ig,absolute_hi,masakhanews
precision,0.8249204911795991,ig,absolute_hi,masakhapos
recall,0.7812869755165195,ig,absolute_hi,masakhapos
f1,0.8025110690351992,ig,absolute_hi,masakhapos
precision,0.7925445705024311,ig,absolute_hi,masakhaner
recall,0.8295165394402035,ig,absolute_hi,masakhaner
f1,0.8106092001657688,ig,absolute_hi,masakhaner
precision,0.7594524592145976,ig,absolute_hi,sib200
recall,0.7598039215686274,ig,absolute_hi,sib200
f1,0.7596281497382417,ig,absolute_hi,sib200
precision,0.513826636213317,sw,absolute_hi,AfriSenti-Twitter
recall,0.5922459893048129,sw,absolute_hi,AfriSenti-Twitter
f1,0.5502563890915717,sw,absolute_hi,AfriSenti-Twitter
precision,0.8775465013286093,sw,absolute_hi,masakhaner2
recall,0.915242494226328,sw,absolute_hi,masakhaner2
f1,0.8959981912728916,sw,absolute_hi,masakhaner2
precision,0.8143477155877585,sw,absolute_hi,masakhanews
recall,0.7983193277310925,sw,absolute_hi,masakhanews
f1,0.8062538681381521,sw,absolute_hi,masakhanews
precision,0.9034504012520086,sw,absolute_hi,masakhapos
recall,0.9138982207291277,sw,absolute_hi,masakhapos
f1,0.9086442790719516,sw,absolute_hi,masakhapos
precision,0.7850276896689664,sw,absolute_hi,sib200
recall,0.7843137254901961,sw,absolute_hi,sib200
f1,0.7846705451723308,sw,absolute_hi,sib200
precision,0.6985100928930398,yo,absolute_hi,AfriSenti-Twitter
recall,0.6551495016611296,yo,absolute_hi,AfriSenti-Twitter
f1,0.6761353313716442,yo,absolute_hi,AfriSenti-Twitter
precision,0.8305905130687319,yo,absolute_hi,masakhaner2
recall,0.8541562966650075,yo,absolute_hi,masakhaner2
f1,0.8422085889570553,yo,absolute_hi,masakhaner2
precision,0.8480877009186772,yo,absolute_hi,masakhanews
recall,0.8442822384428224,yo,absolute_hi,masakhanews
f1,0.8461806911999288,yo,absolute_hi,masakhanews
precision,0.9310398447707018,yo,absolute_hi,masakhapos
recall,0.9312928699060464,yo,absolute_hi,masakhapos
f1,0.9311663401497916,yo,absolute_hi,masakhapos
precision,0.6890145395799677,yo,absolute_hi,masakhaner
recall,0.7555358724534986,yo,absolute_hi,masakhaner
f1,0.7207435572454584,yo,absolute_hi,masakhaner
precision,0.6431054147073266,yo,absolute_hi,sib200
recall,0.6372549019607843,yo,absolute_hi,sib200
f1,0.6401667915891822,yo,absolute_hi,sib200
precision,0.7429573400440798,am,absolute_hi,AfriSenti-Twitter
recall,0.304152076038019,am,absolute_hi,AfriSenti-Twitter
f1,0.43161108841442014,am,absolute_hi,AfriSenti-Twitter
precision,0.8572333765600575,am,absolute_hi,masakhanews
recall,0.8563829787234043,am,absolute_hi,masakhanews
f1,0.856807966632867,am,absolute_hi,masakhanews
precision,0.5212121212121212,am,absolute_hi,masakhaner
recall,0.6164874551971327,am,absolute_hi,masakhaner
f1,0.5648604269293925,am,absolute_hi,masakhaner
precision,0.8877805486284289,sn,absolute_hi,masakhaner2
recall,0.9234760051880675,sn,absolute_hi,masakhaner2
f1,0.9052765416401781,sn,absolute_hi,masakhaner2
precision,0.8952110184963468,sn,absolute_hi,masakhanews
recall,0.8943089430894309,sn,absolute_hi,masakhanews
f1,0.8947597534302282,sn,absolute_hi,masakhanews
precision,0.8713018444071371,sn,absolute_hi,masakhapos
recall,0.8782187802516941,sn,absolute_hi,masakhapos
f1,0.8747466388691535,sn,absolute_hi,masakhapos
precision,0.6304390683922148,sn,absolute_hi,sib200
recall,0.6421568627450981,sn,absolute_hi,sib200
f1,0.6362440180818159,sn,absolute_hi,sib200
precision,0.7795511221945137,zu,absolute_hi,masakhaner2
recall,0.8144867118290776,zu,absolute_hi,masakhaner2
f1,0.7966360856269113,zu,absolute_hi,masakhaner2
precision,0.8695365843063958,zu,absolute_hi,masakhapos
recall,0.8742411101474414,zu,absolute_hi,masakhapos
f1,0.8718825010729738,zu,absolute_hi,masakhapos
precision,0.6632310192412495,zu,absolute_hi,sib200
recall,0.6617647058823529,zu,absolute_hi,sib200
f1,0.6624970512101773,zu,absolute_hi,sib200
precision,0.43731750675809655,ary,absolute_hi,AfriSenti-Twitter
recall,0.37318473488686255,ary,absolute_hi,AfriSenti-Twitter
f1,0.4027137975329473,ary,absolute_hi,AfriSenti-Twitter
precision,0.577435656539433,ary,absolute_hi,sib200
recall,0.5637254901960784,ary,absolute_hi,sib200
f1,0.5704982148587492,ary,absolute_hi,sib200
precision,0.679100278357155,so,absolute_hi,masakhanews
recall,0.6768707482993197,so,absolute_hi,masakhanews
f1,0.6779836803966404,so,absolute_hi,masakhanews
precision,0.6460806295104317,so,absolute_hi,sib200
recall,0.6470588235294118,so,absolute_hi,sib200
f1,0.6465693565429883,so,absolute_hi,sib200
precision,0.5917592501029022,rw,absolute_hi,AfriSenti-Twitter
recall,0.5886939571150097,rw,absolute_hi,AfriSenti-Twitter
f1,0.5902226237726337,rw,absolute_hi,AfriSenti-Twitter
precision,0.7351689612015019,rw,absolute_hi,masakhaner2
recall,0.7767786299920656,rw,absolute_hi,masakhaner2
f1,0.7554012345679012,rw,absolute_hi,masakhaner2
precision,0.9650264575457815,rw,absolute_hi,masakhapos
recall,0.9657163053722903,rw,absolute_hi,masakhapos
f1,0.9653712582188941,rw,absolute_hi,masakhapos
precision,0.5695305580159433,rw,absolute_hi,masakhaner
recall,0.6642561983471075,rw,absolute_hi,masakhaner
f1,0.6132570338578923,rw,absolute_hi,masakhaner
precision,0.7281142711498335,rw,absolute_hi,sib200
recall,0.7156862745098039,rw,absolute_hi,sib200
f1,0.7218467837585794,rw,absolute_hi,sib200
precision,0.6129038619515358,tw,absolute_hi,AfriSenti-Twitter
recall,0.6280295047418335,tw,absolute_hi,AfriSenti-Twitter
f1,0.6203745006896781,tw,absolute_hi,AfriSenti-Twitter
precision,0.7171717171717171,tw,absolute_hi,masakhaner2
recall,0.7727891156462585,tw,absolute_hi,masakhaner2
f1,0.7439423706614275,tw,absolute_hi,masakhaner2
precision,0.8238550474572278,tw,absolute_hi,masakhapos
recall,0.8309453574940301,tw,absolute_hi,masakhapos
f1,0.8273850125783255,tw,absolute_hi,masakhapos
precision,0.6368643511716712,tw,absolute_hi,sib200
recall,0.6470588235294118,tw,absolute_hi,sib200
f1,0.6419211148095434,tw,absolute_hi,sib200
precision,0.7853796903376735,ln,absolute_hi,masakhanews
recall,0.7885714285714286,ln,absolute_hi,masakhanews
f1,0.7869723232698849,ln,absolute_hi,masakhanews
precision,0.5650562399518696,ln,absolute_hi,sib200
recall,0.5637254901960784,ln,absolute_hi,sib200
f1,0.5643900806464514,ln,absolute_hi,sib200
precision,0.8074011774600505,lg,absolute_hi,masakhaner2
recall,0.846934274371416,lg,absolute_hi,masakhaner2
f1,0.8266953713670614,lg,absolute_hi,masakhaner2
precision,0.8674526466054041,lg,absolute_hi,masakhanews
recall,0.8609865470852018,lg,absolute_hi,masakhanews
f1,0.8642075019902575,lg,absolute_hi,masakhanews
precision,0.891543055688715,lg,absolute_hi,masakhapos
recall,0.8980412371134021,lg,absolute_hi,masakhapos
f1,0.8947803485880139,lg,absolute_hi,masakhapos
precision,0.690677966101695,lg,absolute_hi,masakhaner
recall,0.7652582159624414,lg,absolute_hi,masakhaner
f1,0.7260579064587973,lg,absolute_hi,masakhaner
precision,0.5870977170210808,lg,absolute_hi,sib200
recall,0.5392156862745098,lg,absolute_hi,sib200
f1,0.5621389170499617,lg,absolute_hi,sib200
precision,0.6599645180366647,wo,absolute_hi,masakhaner2
recall,0.7337278106508875,wo,absolute_hi,masakhaner2
f1,0.6948941469489415,wo,absolute_hi,masakhaner2
precision,0.9225237873743856,wo,absolute_hi,masakhapos
recall,0.92327615977898,wo,absolute_hi,masakhapos
f1,0.9228998202382249,wo,absolute_hi,masakhapos
precision,0.4393700787401575,wo,absolute_hi,masakhaner
recall,0.5492125984251969,wo,absolute_hi,masakhaner
f1,0.4881889763779528,wo,absolute_hi,masakhaner
precision,0.41142406896882594,wo,absolute_hi,sib200
recall,0.4117647058823529,wo,absolute_hi,sib200
f1,0.41159431694752274,wo,absolute_hi,sib200
precision,0.7381381381381381,tn,absolute_hi,masakhaner2
recall,0.8160690571049137,tn,absolute_hi,masakhaner2
f1,0.7751497950173447,tn,absolute_hi,masakhaner2
precision,0.8777459522002599,tn,absolute_hi,masakhapos
recall,0.8804966373512675,tn,absolute_hi,masakhapos
f1,0.879119143119091,tn,absolute_hi,masakhapos
precision,0.6010283542314532,tn,absolute_hi,sib200
recall,0.6127450980392157,tn,absolute_hi,sib200
f1,0.6068301743607014,tn,absolute_hi,sib200
precision,0.8563567911960615,ny,absolute_hi,masakhaner2
recall,0.8566048667439166,ny,absolute_hi,masakhaner2
f1,0.8564808110065171,ny,absolute_hi,masakhaner2
precision,0.7977108056305638,ny,absolute_hi,masakhapos
recall,0.8049500916683642,ny,absolute_hi,masakhapos
f1,0.8013140985711581,ny,absolute_hi,masakhapos
precision,0.588733054596634,ny,absolute_hi,sib200
recall,0.5833333333333334,ny,absolute_hi,sib200
f1,0.5860207556807613,ny,absolute_hi,sib200
precision,0.7390642829973374,ee,absolute_hi,masakhaner2
recall,0.8303418803418804,ee,absolute_hi,masakhaner2
f1,0.782048701952103,ee,absolute_hi,masakhaner2
precision,0.8860945627346694,ee,absolute_hi,masakhapos
recall,0.8812362873223314,ee,absolute_hi,masakhapos
f1,0.8836587474898887,ee,absolute_hi,masakhapos
precision,0.5787347204410354,ee,absolute_hi,sib200
recall,0.5686274509803921,ee,absolute_hi,sib200
f1,0.5736365675548539,ee,absolute_hi,sib200
precision,0.6770753998476771,bm,absolute_hi,masakhaner2
recall,0.6801836266258607,bm,absolute_hi,masakhaner2
f1,0.6786259541984733,bm,absolute_hi,masakhaner2
precision,0.8784185238782908,bm,absolute_hi,masakhapos
recall,0.881198003327787,bm,absolute_hi,masakhapos
f1,0.8798060683787128,bm,absolute_hi,masakhapos
precision,0.42699479906117693,bm,absolute_hi,sib200
recall,0.4117647058823529,bm,absolute_hi,sib200
f1,0.41924147938104667,bm,absolute_hi,sib200
precision,0.4879779828329883,ts,absolute_hi,AfriSenti-Twitter
recall,0.5118110236220472,ts,absolute_hi,AfriSenti-Twitter
f1,0.499610436374619,ts,absolute_hi,AfriSenti-Twitter
precision,0.5334963513212828,ts,absolute_hi,sib200
recall,0.5392156862745098,ts,absolute_hi,sib200
f1,0.5363407720256216,ts,absolute_hi,sib200
precision,0.7181882154379369,rn,absolute_hi,masakhanews
recall,0.7142857142857143,rn,absolute_hi,masakhanews
f1,0.7162316490529557,rn,absolute_hi,masakhanews
precision,0.47636584548349253,rn,absolute_hi,sib200
recall,0.47549019607843135,rn,absolute_hi,sib200
f1,0.47592761800898425,rn,absolute_hi,sib200
precision,0.6747237569060773,fon,absolute_hi,masakhaner2
recall,0.7480857580398163,fon,absolute_hi,masakhaner2
f1,0.7095134350036311,fon,absolute_hi,masakhaner2
precision,0.8831991147168534,fon,absolute_hi,masakhapos
recall,0.8843719941274744,fon,absolute_hi,masakhapos
f1,0.8837851652875754,fon,absolute_hi,masakhapos
precision,0.446050053633982,fon,absolute_hi,sib200
recall,0.45098039215686275,fon,absolute_hi,sib200
f1,0.4485016736128622,fon,absolute_hi,sib200
precision,0.5717630445171215,ti,absolute_hi,masakhanews
recall,0.6029411764705882,ti,absolute_hi,masakhanews
f1,0.586938357016707,ti,absolute_hi,masakhanews
precision,0.24684223431215538,ti,absolute_hi,sib200
recall,0.31862745098039214,ti,absolute_hi,sib200
f1,0.2781783496404288,ti,absolute_hi,sib200
precision,0.5620476127766781,pcm,fraction_hi,AfriSenti-Twitter
recall,0.634087626384208,pcm,fraction_hi,AfriSenti-Twitter
f1,0.5958982312911164,pcm,fraction_hi,AfriSenti-Twitter
precision,0.8546007245865033,pcm,fraction_hi,masakhapos
recall,0.8583454858809493,pcm,fraction_hi,masakhapos
f1,0.8564690119244716,pcm,fraction_hi,masakhapos
precision,0.745863385659737,pcm,fraction_hi,masakhaner2
recall,0.7512820512820513,pcm,fraction_hi,masakhaner2
f1,0.7485629124973386,pcm,fraction_hi,masakhaner2
precision,0.7345232654788612,ha,fraction_hi,AfriSenti-Twitter
recall,0.7156326607580614,ha,fraction_hi,AfriSenti-Twitter
f1,0.7249549229197279,ha,fraction_hi,AfriSenti-Twitter
precision,0.9154356522030602,ha,fraction_hi,masakhapos
recall,0.9164237123420796,ha,fraction_hi,masakhapos
f1,0.915929415804833,ha,fraction_hi,masakhapos
precision,0.7907519850537132,ha,fraction_hi,masakhaner2
recall,0.8240447797517644,ha,fraction_hi,masakhaner2
f1,0.8070551781670838,ha,fraction_hi,masakhaner2
precision,0.7615918047993356,ig,fraction_hi,AfriSenti-Twitter
recall,0.7419880499728408,ig,fraction_hi,AfriSenti-Twitter
f1,0.7516621299824194,ig,fraction_hi,AfriSenti-Twitter
precision,0.8245880463430806,ig,fraction_hi,masakhapos
recall,0.7824701920451442,ig,fraction_hi,masakhapos
f1,0.8029772058880827,ig,fraction_hi,masakhapos
precision,0.8378216636744464,ig,fraction_hi,masakhaner2
recall,0.8639308855291576,ig,fraction_hi,masakhaner2
f1,0.8506759835941061,ig,fraction_hi,masakhaner2
precision,0.5360796105702277,sw,fraction_hi,AfriSenti-Twitter
recall,0.5868983957219251,sw,fraction_hi,AfriSenti-Twitter
f1,0.5603391369377339,sw,fraction_hi,AfriSenti-Twitter
precision,0.8824441000664157,sw,fraction_hi,masakhaner2
recall,0.920554272517321,sw,fraction_hi,masakhaner2
f1,0.9010964168644737,sw,fraction_hi,masakhaner2
precision,0.680820738767563,yo,fraction_hi,AfriSenti-Twitter
recall,0.655592469545958,yo,fraction_hi,AfriSenti-Twitter
f1,0.667968479614157,yo,fraction_hi,AfriSenti-Twitter
precision,0.9311110846857427,yo,fraction_hi,masakhapos
recall,0.9312928699060464,yo,fraction_hi,masakhapos
f1,0.9312019684240634,yo,fraction_hi,masakhapos
precision,0.8271366489618541,yo,fraction_hi,masakhaner2
recall,0.8526630164260827,yo,fraction_hi,masakhaner2
f1,0.8397058823529412,yo,fraction_hi,masakhaner2
precision,0.7329676133057844,am,fraction_hi,AfriSenti-Twitter
recall,0.2051025512756378,am,fraction_hi,AfriSenti-Twitter
f1,0.32051659495750423,am,fraction_hi,AfriSenti-Twitter
precision,0.8666656640699787,sn,fraction_hi,masakhapos
recall,0.8740884156179413,sn,fraction_hi,masakhapos
f1,0.8703612141620943,sn,fraction_hi,masakhapos
precision,0.8994427558257345,sn,fraction_hi,masakhaner2
recall,0.9211413748378728,sn,fraction_hi,masakhaner2
f1,0.910162757913623,sn,fraction_hi,masakhaner2
precision,0.8694224173432757,zu,fraction_hi,masakhapos
recall,0.8728317432784042,zu,fraction_hi,masakhapos
f1,0.8711237445451421,zu,fraction_hi,masakhapos
precision,0.7769679300291545,zu,fraction_hi,masakhaner2
recall,0.8332464825429912,zu,fraction_hi,masakhaner2
f1,0.8041237113402061,zu,fraction_hi,masakhaner2
precision,0.4804431719699998,ary,fraction_hi,AfriSenti-Twitter
recall,0.3768996960486322,ary,fraction_hi,AfriSenti-Twitter
f1,0.4224188297095589,ary,fraction_hi,AfriSenti-Twitter
precision,0.5949385437308979,rw,fraction_hi,AfriSenti-Twitter
recall,0.594541910331384,rw,fraction_hi,AfriSenti-Twitter
f1,0.5947401609022469,rw,fraction_hi,AfriSenti-Twitter
precision,0.9626354509216336,rw,fraction_hi,masakhapos
recall,0.9633600377002828,rw,fraction_hi,masakhapos
f1,0.9629976080110543,rw,fraction_hi,masakhapos
precision,0.7478601124969431,rw,fraction_hi,masakhaner2
recall,0.8087807458344354,rw,fraction_hi,masakhaner2
f1,0.7771283354510801,rw,fraction_hi,masakhaner2
precision,0.636976595145548,tw,fraction_hi,AfriSenti-Twitter
recall,0.6543730242360379,tw,fraction_hi,AfriSenti-Twitter
f1,0.6455576316080499,tw,fraction_hi,AfriSenti-Twitter
precision,0.8160269445468545,tw,fraction_hi,masakhapos
recall,0.8237814299761202,tw,fraction_hi,masakhapos
f1,0.8198858521788013,tw,fraction_hi,masakhapos
precision,0.7200520833333334,tw,fraction_hi,masakhaner2
recall,0.7523809523809524,tw,fraction_hi,masakhaner2
f1,0.7358616101131071,tw,fraction_hi,masakhaner2
precision,0.8887918019910908,lg,fraction_hi,masakhapos
recall,0.8969072164948454,lg,fraction_hi,masakhapos
f1,0.8928310682985856,lg,fraction_hi,masakhapos
precision,0.8192161820480405,lg,fraction_hi,masakhaner2
recall,0.8575209528010587,lg,fraction_hi,masakhaner2
f1,0.8379310344827587,lg,fraction_hi,masakhaner2
precision,0.9270035134781291,wo,fraction_hi,masakhapos
recall,0.9279382986071141,wo,fraction_hi,masakhapos
f1,0.9274706705033633,wo,fraction_hi,masakhapos
precision,0.7137659187386295,wo,fraction_hi,masakhaner2
recall,0.7738330046022354,wo,fraction_hi,masakhaner2
f1,0.7425867507886436,wo,fraction_hi,masakhaner2
precision,0.8803564837508608,tn,fraction_hi,masakhapos
recall,0.8821132953957579,tn,fraction_hi,masakhapos
f1,0.8812340139874719,tn,fraction_hi,masakhapos
precision,0.7496902106567535,tn,fraction_hi,masakhaner2
recall,0.8034528552456839,tn,fraction_hi,masakhaner2
f1,0.7756410256410257,tn,fraction_hi,masakhaner2
precision,0.7936199423083329,ny,fraction_hi,masakhapos
recall,0.8030148706457527,ny,fraction_hi,masakhapos
f1,0.7982897656296338,ny,fraction_hi,masakhapos
precision,0.8619102416570771,ny,fraction_hi,masakhaner2
recall,0.8679026651216686,ny,fraction_hi,masakhaner2
f1,0.8648960739030022,ny,fraction_hi,masakhaner2
precision,0.8807733079280248,ee,fraction_hi,masakhapos
recall,0.8801869693789945,ee,fraction_hi,masakhapos
f1,0.8804800410383338,ee,fraction_hi,masakhapos
precision,0.7521367521367521,ee,fraction_hi,masakhaner2
recall,0.8273504273504273,ee,fraction_hi,masakhaner2
f1,0.7879527879527879,ee,fraction_hi,masakhaner2
precision,0.8912698633928636,bm,fraction_hi,masakhapos
recall,0.8943760399334443,bm,fraction_hi,masakhapos
f1,0.8928202500265408,bm,fraction_hi,masakhapos
precision,0.7473598700243704,bm,fraction_hi,masakhaner2
recall,0.703902065799541,bm,fraction_hi,masakhaner2
f1,0.7249802994483846,bm,fraction_hi,masakhaner2
precision,0.4920163931714418,ts,fraction_hi,AfriSenti-Twitter
recall,0.5,ts,fraction_hi,AfriSenti-Twitter
f1,0.49597607111963393,ts,fraction_hi,AfriSenti-Twitter
precision,0.8821617792537757,fon,fraction_hi,masakhapos
recall,0.883156988811826,fon,fraction_hi,masakhapos
f1,0.8826591035049771,fon,fraction_hi,masakhapos
precision,0.6791406791406791,fon,fraction_hi,masakhaner2
recall,0.7503828483920367,fon,fraction_hi,masakhaner2
f1,0.7129865405602037,fon,fraction_hi,masakhaner2
